passenger_id,arrival_time,screening_start,screening_end,wait_time_hr,wait_time_min,screening_time_min,total_time_min,checkpoint_id,passenger_type,secondary_check,queue_at_arrival,day,hour,hourly_factor,miss_flight_risk,sla_met,is_peak,long_wait
465829,4058.676,4059.6953,4059.7085,1.0194,61.16,0.79,61.95,3,Crew,0,4,226,13,1.0,1,0,0,1
284814,2482.2034,2484.2221,2484.3804,2.0187,121.12,9.5,130.62,2,Enhanced,0,4,138,21,0.5,1,0,0,1
29626,256.7906,257.5353,257.5519,0.7447,44.68,1.0,45.68,3,Priority,0,4,15,9,1.2,1,0,1,1
9586,82.1487,82.7926,82.8277,0.6439,38.64,2.11,40.74,1,Standard,0,4,5,15,0.8,1,0,0,1
337513,2941.0253,2942.1159,2942.1398,1.0906,65.43,1.44,66.87,1,Standard,0,4,164,12,1.1,1,0,0,1
654995,5712.6244,5713.6089,5713.6527,0.9844,59.07,2.63,61.7,5,Standard,0,4,318,11,1.0,1,0,0,1
143098,1244.7248,1245.0402,1245.0618,0.3153,18.92,1.3,20.22,3,Priority,0,4,70,7,1.4,1,0,1,1
444895,3875.254,3876.0287,3876.0331,0.7747,46.48,0.26,46.74,1,Priority,0,4,216,10,0.8,1,0,0,1
600117,5233.8516,5235.0223,5235.0427,1.1706,70.24,1.23,71.47,3,Standard,0,4,291,18,1.3,1,0,1,1
718233,6261.5756,6263.9878,6264.04,2.4122,144.73,3.13,147.87,3,Standard,0,4,348,20,0.8,1,0,0,1
703471,6133.5545,6134.5129,6134.5293,0.9584,57.5,0.98,58.49,2,Priority,0,4,341,18,1.3,1,0,1,1
472433,4115.8902,4117.064,4117.0894,1.1739,70.43,1.52,71.95,3,Standard,0,4,229,16,1.2,1,0,1,1
65461,569.2674,569.655,569.686,0.3876,23.26,1.86,25.12,1,Standard,0,4,32,16,1.2,1,0,1,1
386553,3368.6487,3368.9745,3369.0036,0.3259,19.55,1.75,21.3,2,Standard,0,4,188,7,1.4,1,0,1,1
343760,2994.0374,2995.3355,2995.3562,1.2981,77.89,1.24,79.13,1,Standard,0,4,167,11,1.0,1,0,0,1
373659,3254.5893,3256.2471,3256.2712,1.6578,99.47,1.45,100.92,1,Standard,0,4,181,19,1.1,1,0,0,1
400735,3494.4095,3494.5822,3494.6106,0.1726,10.36,1.71,12.07,3,Standard,0,4,195,7,1.4,0,0,1,1
710296,6194.6631,6194.9748,6195.0281,0.3117,18.7,3.2,21.9,1,Standard,0,4,345,7,1.4,1,0,1,1
277870,2423.3198,2423.9541,2423.9812,0.6342,38.05,1.63,39.68,3,Standard,0,4,135,16,1.2,1,0,1,1
99681,865.7554,865.7605,865.7826,0.0051,0.3,1.33,1.63,4,Standard,0,4,49,6,0.8,0,1,0,0
32933,284.8641,286.0001,286.0253,1.136,68.16,1.51,69.67,4,Standard,0,4,16,19,1.1,1,0,0,1
51380,445.585,446.0512,446.0785,0.4662,27.97,1.64,29.61,2,Priority,0,4,25,18,1.3,1,0,1,1
594065,5180.3541,5181.7489,5181.9166,1.3948,83.69,10.06,93.75,2,Enhanced,1,4,288,19,1.1,1,0,0,1
672489,5864.6126,5865.6309,5865.6534,1.0182,61.09,1.35,62.45,5,Standard,0,4,326,19,1.1,1,0,0,1
487150,4245.0471,4245.6918,4245.7548,0.6447,38.68,3.78,42.46,1,Standard,0,4,236,20,0.8,1,0,0,1
135565,1177.696,1178.2747,1178.3083,0.5787,34.72,2.02,36.74,1,Standard,0,4,66,12,1.1,1,0,0,1
639222,5575.4544,5576.3984,5576.4414,0.944,56.64,2.58,59.22,1,Priority,0,4,310,18,1.3,1,0,1,1
439083,3824.0006,3824.9514,3824.9633,0.9508,57.05,0.72,57.77,1,Standard,0,4,213,13,1.0,1,0,0,1
727323,6341.4006,6342.4696,6342.495,1.069,64.14,1.52,65.66,2,Priority,0,4,353,10,0.8,1,0,0,1
696409,6072.6795,6073.4315,6073.4484,0.752,45.12,1.01,46.13,3,Standard,0,4,338,11,1.0,1,0,0,1
8123,68.6829,70.5829,70.6215,1.9,114.0,2.32,116.32,3,Standard,0,4,4,19,1.1,1,0,0,1
88149,764.5753,766.2667,766.3011,1.6914,101.48,2.07,103.55,5,Standard,0,4,43,13,1.0,1,0,0,1
470053,4095.6633,4096.6438,4096.6717,0.9805,58.83,1.68,60.5,5,Standard,0,4,228,14,0.7,1,0,0,1
189842,1657.2741,1657.2741,1657.3032,0.0,0.0,1.75,1.75,1,Priority,0,1,93,6,0.8,0,1,0,0
189293,1650.9728,1651.9815,1652.012,1.0087,60.52,1.83,62.35,3,Standard,0,4,92,17,1.4,1,0,1,1
305477,2660.9682,2662.6365,2662.6538,1.6683,100.1,1.04,101.14,2,Priority,0,4,148,19,1.1,1,0,0,1
627182,5468.6614,5470.3409,5470.4553,1.6796,100.77,6.86,107.64,4,Enhanced,0,4,304,19,1.1,1,0,0,1
668528,5829.6791,5830.4483,5830.552,0.7692,46.15,6.22,52.37,1,Enhanced,0,4,324,20,0.8,1,0,0,1
461618,4022.0235,4022.8536,4023.0318,0.8301,49.8,10.69,60.5,1,Enhanced,0,4,224,13,1.0,1,0,0,1
